fecha;propietario_mnemotecnico;propietario_nombre;balance_energia;balance_valorizado
2025-02-01;G0129;RTS ENERGÍA S.A.;824835,0;26027868,0
2025-02-01;G0130;PARQUE EÓLICO EL ARRAYÁN SPA;4305726,0;221216405,0
2025-02-01;G0132;PARQUE EÓLICO LOS CURUROS SPA;10198561,0;408107834,0
2025-02-01;G0133;ENERGÍA LEÓN S.A.;136443,0;15704164,0
2025-02-01;G0136;ALBA SPA;4295743,0;532402670,0
2025-02-01;G0137;GENERADORA ELÉCTRICA PEHUI LTDA;371013,0;55530708,0
2025-02-01;G0140;COMMONPLACE ENERGY SPA;202030,0;2111915,0
2025-02-01;G0141;PV SALVADOR S.A.;-4222015,0;-383384438,0
2025-02-01;G0142;ENERGÍAS UCUQUER DOS S.A.;1335226,0;84952408,0
2025-02-01;G0144;PUNTA PALMERAS S.A.;5355083,0;289258238,0
2025-02-01;G0146;ANDES GENERACIÓN SPA;-42194,0;-2186016,0
2025-02-01;G0147;HIDROELÉCTRICA LLEUQUEREO S.A.;-751,0;-40492,0
2025-02-01;G0148;EMPRESA ELÉCTRICA LA LEONERA S.A.;1871696,0;265708949,0
2025-02-01;G0149;LOS GUINDOS GENERACIÓN SPA;-163513,0;-9055969,0
2025-02-01;G0152;AGRÍCOLA ANCALÍ LIMITADA;-85,0;-4682,0
2025-02-01;G0155;ENERGÍA COLLIL S.A.;517916,0;76518891,0
2025-02-01;G0156;HIDROELÉCTRICA ENSENADA S.A.;722540,0;111584528,0
2025-02-01;G0157;GENERADORA ESTANCILLA SPA;378,0;553,0
2025-02-01;G0158;HIDROELÉCTRICA LAS FLORES S.A.;415106,0;60559640,0
2025-02-01;G0160;LOS PADRES HIDRO SPA;-732,0;-40387,0
2025-02-01;G0161;ABASTIBLE S.A.;-9900011,0;-587482660,0
2025-02-01;G0163;PSF LOMAS COLORADAS S.A.;293788,0;4254546,0
2025-02-01;G0164;PSF PAMA S.A.;391804,0;4863352,0
2025-02-01;G0165;COCHARCAS SOLAR SPA;2364443,0;55679669,0
2025-02-01;G0167;GENERADORA ELÉCTRICA KALTEMP LTDA.;500333,0;6259606,0
2025-02-01;G0168;JAVIERA SPA;856625,0;-487666617,0
2025-02-01;G0170;ENERGÍAS UCUQUER S.A.;1092772,0;66596331,0
2025-02-01;G0171;PARQUE SOLAR FOTOVOLTAICO LUZ DEL NORTE SPA;7794129,0;-279152116,0
2025-02-01;G0172;LINZOR DE VERANO SPA;652665,0;15106955,0
2025-02-01;G0173;SOCIEDAD AGRÍCOLA Y GANADERA CURILEUFU LTDA.;-2211,0;-379853,0
2025-02-01;G0174;HIDROELÉCTRICA PICHILONCO S.A.;15819,0;2107026,0
2025-02-01;G0175;ENERGÍA ATACAMA S.A.;123662,0;686611,0
2025-02-01;G0176;HIDROELÉCTRICA EL CANELO S.A.;1423300,0;76349994,0
2025-02-01;G0177;EMPRESA ELÉCTRICA CARÉN S.A.;-1506878,0;-194538069,0
2025-02-01;G0179;HIDROELÉCTRICA EL PASO SPA;15446912,0;870104326,0
2025-02-01;G0183;PMGD BIO BIO NEGRETE S.A.;107388,0;3926285,0
2025-02-01;G0186;HIDROELÉCTRICA TRAILELFU SPA;107893,0;6333166,0
2025-02-01;G0188;CHUNGUNGO S.A.;7973737,0;-42130816,0
2025-02-01;G0192;LAS MOLLACAS SPA;65179,0;-144721,0
2025-02-01;G0193;LA CHAPEANA SPA;41229,0;2055629,0
2025-02-01;G0195;CONEJO SOLAR SPA;7193809,0;-673046478,0
2025-02-01;G0198;HANWHA Q CELLS TIL TIL UNO SPA;430408,0;10161585,0
2025-02-01;G0199;RÍO ALTO SPA;7289729,0;924605715,0
2025-02-01;G0200;EÓLICA LA ESPERANZA S.A.;3093829,0;118196588,0
2025-02-01;G0203;SANTIAGO SOLAR S.A.;7755336,0;54691364,0
2025-02-01;G0204;SAN JUAN S.A.;-12767813,0;-1392146136,0
2025-02-01;G0205;PARQUE SOLAR BELLAVISTA SPA;500512,0;6736498,0
2025-02-01;G0207;ELÉCTRICA RASO POWER LTDA.;13012,0;1698789,0
2025-02-01;G0211;GR LLEUQUE SPA;2465138,0;46624155,0
2025-02-01;G0213;EMPRESA ELÉCTRICA ANGAMOS SPA;206354306,0;14804916141,0
2025-02-01;G0215;EMPRESA ELÉCTRICA COCHRANE SPA;73403073,0;8156752690,0
2025-02-01;G0216;ENGIE ENERGÍA CHILE S.A.;-672816996,0;-41428862794,0
2025-02-01;G0220;GENERACIÓN SOLAR SPA;4651860,0;34995247,0
2025-02-01;G0221;PARQUE FOTOVOLTAICO NUEVO QUILLAGUA SPA;2453009,0;37823516,0
2025-02-01;G0222;PLANTA SOLAR SAN PEDRO III SPA;6953546,0;56874510,0
2025-02-01;G0223;POZO ALMONTE SOLAR 2 S.A.;-7538,0;-729305,0
2025-02-01;G0224;POZO ALMONTE SOLAR 3 S.A.;-13597,0;-1767007,0
2025-02-01;G0225;SPS LA HUAYCA S.A.;2115070,0;41397899,0
2025-02-01;G0226;TAMAKAYA ENERGÍA SPA;55183187,0;5256437346,0
2025-02-01;G0227;CE CENTINELA SOLAR SPA;0,0;37105254,0
2025-02-01;G0228;PMGD PICA PILOT [No_Mostrar];5737230,0;-653161920,0
2025-02-01;G0230;CENTRAL TERMOELÉCTRICA ANDINA SPA;-61295124,0;-3138968869,0
2025-02-01;G0231;ENERNUEVAS S.A.;1467848,0;87502838,0
2025-02-01;G0232;GEOTÉRMICA DEL NORTE S.A.;8052210,0;453505029,0
2025-02-01;G0233;BOLERO SPA;22464010,0;189050322,0
2025-02-01;G0234;INVERSIONES HORNITOS SPA;12204283,0;835291993,0
2025-02-01;G0235;NORACID S.A.;-4134718,0;-244818399,0
2025-02-01;G0238;CE URIBE DE ANTOFAGASTA SOLAR SPA;2280371,0;40290056,0
2025-02-01;G0241;POZO ALMONTE SOLAR 1 SPA;2105647,0;27680230,0
2025-02-01;G0246;EL PELÍCANO SOLAR COMPANY SPA;2936797,0;-532087103,0
2025-02-01;G0250;EMPRESA ELÉCTRICA TRANQUIL SPA;283872,0;41630859,0
2025-02-01;G0251;GESTEL INGENIERÍA LIMITADA;164963,0;3550587,0
2025-02-01;G0253;HIDROELECTRICA DOS VALLES SPA;1799,0;181045,0
2025-02-01;G0254;CHESTER SOLAR V SPA;636442,0;11264542,0
2025-02-01;G0255;PIUTEL GENERACIÓN ELÉCTRICA LIMITADA;-1152,0;-173404,0
2025-02-01;G0256;CHESTER SOLAR IV SPA;505062,0;4825058,0
2025-02-01;G0258;QUILLAY SOLAR SPA;619916,0;13129640,0
2025-02-01;G0259;LIRIO DE CAMPO SOLAR SPA;647217,0;13688082,0
2025-02-01;G0261;FOTOVOLTAICA NORTE GRANDE 5 SPA;7153077,0;52420965,0
2025-02-01;G0262;GR ARAUCARIA SPA;2096732,0;40636264,0
2025-02-01;G0265;ACCIONA ENERGÍA CHILE HOLDINGS S.A.;11066425,0;-3939677307,0
2025-02-01;G0266;BESALCO ENERGÍA RENOVABLE S.A.;-1951328,0;-145499167,0
2025-02-01;G0271;ENERGÍA CERRO EL MORADO S.A.;1769185,0;-58416822,0
2025-02-01;G0272;EL AGRIO HIDRO SPA;101015,0;4895963,0
2025-02-01;G0273;SUNENERGREEN S.A.;18470,0;-786581,0
2025-02-01;G0274;BIO ENERGÍA MOLINA SPA;2476,0;243369,0
2025-02-01;G0275;EÓLICO LAS PEÑAS SPA;3477925,0;225487153,0
2025-02-01;G0277;DIVISADERO SPA.;660288,0;4213457,0
2025-02-01;G0280;SLK CB NUEVE SPA;671438,0;14106838,0
2025-02-01;G0282;GR TORRES DEL PAINE SPA;2477910,0;58359222,0
2025-02-01;G0285;PARQUE SOLAR VIVEROS SPA;2270771,0;16677735,0
2025-02-01;G0291;HIDROELÉCTRICA RÍO COLORADO S.A.;746388,0;28066290,0
2025-02-01;G0292;ENEL GREEN POWER CHILE S.A.;445128787,0;12447715806,0
2025-02-01;G0294;BIO ENERGÍA LOS PINOS SPA;1401357,0;84493817,0
2025-02-01;G0298;HIDROELÉCTRICA EMBALSE ANCOA SPA;12870395,0;616345531,0
2025-02-01;G0299;PARQUE EÓLICO CABO LEONES I S.A.;-908165,0;-780786370,0
2025-02-01;G0300;CALAMA SOLAR 1 SPA;2226171,0;40763748,0
2025-02-01;G0302;SOCER S.A.;1152625,0;40799597,0
2025-02-01;G0305;CALAMA SOLAR 2 SPA;2278036,0;39087907,0
2025-02-01;G0310;VALLE DE LA LUNA II SPA;495692,0;10369619,0
2025-02-01;G0311;SOCIEDAD CONCESIONARIA EMBALSE CONVENTO VIEJO S.A.;3245444,0;182242158,0
2025-02-01;G0312;VENEZIA SOLAR SPA [EN_REVISION];712587,0;30737566,0
2025-02-01;G0315;ENERGÍA EÓLICA SAN MATÍAS SPA;22005633,0;1116590865,0
2025-02-01;G0322;HIDROELÉCTRICA PALACIOS SPA;685293,0;36912708,0
2025-02-01;G0325;EMPRESAS LIPIGAS S.A.;-2977937,0;-197036831,0
2025-02-01;G0329;LA MANGA ENERGY SPA;402362,0;8717757,0
2025-02-01;G0333;AUSTRIANSOLAR CHILE CUATRO SPA;10079117,0;96433572,0
2025-02-01;G0334;SAN FRANCISCO SOLAR SPA;769095,0;15345860,0
2025-02-01;G0338;AASA ENERGÍA S.A.;21338,0;934042,0
2025-02-01;G0341;IMELSA ENERGÍA SPA;-57527986,0;-3479522012,0
2025-02-01;G0346;DIEGO DE ALMAGRO SOLAR SPA;2100339,0;19358088,0
2025-02-01;G0348;STATKRAFT EOLICO S.A.;7013135,0;392199478,0
2025-02-01;G0352;CVE PROYECTO VEINTIUNO SPA;526305,0;10642651,0
2025-02-01;G0353;PFV EL CUERVO SPA;376655,0;9003677,0
2025-02-01;G0355;GENERADORA LOS HIBISCOS SPA;-1,0;-8,0
2025-02-01;G0356;LA GLORIA S.A. [EN_REVISION];63434,0;5094047,0
2025-02-01;G0358;CABRERO SOLAR SPA;1788646,0;34630793,0
2025-02-01;G0360;CHACABUCO SOLAR SPA;2443842,0;49816855,0
2025-02-01;G0362;DOÑA ANTONIA SOLAR SPA;2124734,0;36024964,0
2025-02-01;G0364;BLU SOLAR SPA;750469,0;16555257,0
2025-02-01;G0365;PLANTA SOLAR TOCOPILLA SPA;24961191,0;119237402,0
2025-02-01;G0368;MILLARAY FOTOVOLTAICA SPA;1462541,0;29778046,0
2025-02-01;G0377;PARQUE SOLAR VILLA LONGAVÍ SPA [EN_REVISION];1398369,0;29030403,0
2025-02-01;G0380;PACANA DEL VERANO SPA;575430,0;12156992,0
2025-02-01;G0381;CAPURATA DEL VERANO SPA;666712,0;14052223,0
2025-02-01;G0383;SAN ALFONSO SOLAR SPA;2035738,0;43666280,0
2025-02-01;G0391;SONNEDIX PARQUE SOLAR AMPARO DEL SOL SPA;459126,0;1056910,0
2025-02-01;G0396;LA ACACIA SPA;1726822,0;38609057,0
2025-02-01;G0397;CENTRAL HIDROELÉCTRICA SANTA ELENA S.A.;154517,0;8879280,0
2025-02-01;G0398;TACORA ENERGY SPA;-5839,0;-334745,0
2025-02-01;G0402;ENERGÍA SIETE SPA;4035752,0;933527880,0
2025-02-01;G0403;PARQUE FOTOVOLTAICO OCOA SPA;727627,0;13893679,0
2025-02-01;G0405;MINICENTRALES ARAUCANÍA S.A.;30046,0;2549834,0
2025-02-01;G0407;TÓRTOLA SPA;427136,0;8940841,0
2025-02-01;G0408;PARQUE SOLAR SANTA LAURA SPA;484193,0;9208946,0
2025-02-01;G0409;INNOVACIÓN ENERGÍA S.A.;1691952,0;344908944,0
2025-02-01;G0413;GENERADORA LA CALERA SPA;65831,0;13571537,0
2025-02-01;G0415;GR ALERCE ANDINO SPA;1574487,0;15220216,0
2025-02-01;G0416;SAMO BAJO SPA;437748,0;3046606,0
2025-02-01;G0417;PRIME ENERGÍA QUICKSTART SPA;-486396,0;5042689,0
2025-02-01;G0420;PARQUE FOTOVOLTAICO ALICAHUE SOLAR SPA;532954,0;9807825,0
2025-02-01;G0424;PIQUERO SPA;2389615,0;47126417,0
2025-02-01;G0429;SAFIRA ENERGÍA CHILE SPA;-19348861,0;-1109653893,0
2025-02-01;G0430;CERRO DOMINADOR PV S.A.;-65921577,0;-5474065665,0
2025-02-01;G0431;ELÉCTRICA CIPRESILLOS SPA;4507630,0;253168103,0
2025-02-01;G0432;GM HOLDINGS S.A.;-211513649,0;-17605708082,0
2025-02-01;G0434;GENERADORA METROPOLITANA SPA;163299498,0;10698293791,0
2025-02-01;G0435;LUNA ENERGY SPA;354425,0;6600278,0
2025-02-01;G0439;SONNEDIX PARQUE SOLAR PUNTA COLORADA SPA;260961,0;2895826,0
2025-02-01;G0443;PMGD CALLE LARGA SPA;706115,0;15259477,0
2025-02-01;G0444;PACIFIC HYDRO PUNTA SIERRA SPA;12175025,0;677208121,0
2025-02-01;G0446;ATRIA ENERGÍA SPA;-20266478,0;-1428623862,0
2025-02-01;G0447;PARQUE EÓLICO EL MAITÉN SPA;3086313,0;188172294,0
2025-02-01;G0448;PMGD MAUCO SPA;667615,0;13700179,0
2025-02-01;G0451;FOTOVOLTAICA ARIZTÍA SPA;370574,0;5493612,0
2025-02-01;G0452;REDEN CABILDO SOLAR SPA;589578,0;11160767,0
2025-02-01;G0453;REDEN TALHUEN SOLAR SPA;547959,0;4365716,0
2025-02-01;G0454;PARQUE SOLAR H6 SPA;464094,0;8697660,0
2025-02-01;G0456;SOLAR TI CUATRO SPA;616119,0;14533166,0
2025-02-01;G0458;GR CHAQUIHUE SPA;1686701,0;30730147,0
2025-02-01;G0461;IMPULSO SOLAR LAS LLOYSAS SPA;60543,0;122018,0
2025-02-01;G0462;EMPRESA ELÉCTRICA VALLENAR S.A.;-36557,0;-2348889,0
2025-02-01;G0463;VIENTOS DE RENAICO SPA;11152098,0;457619348,0
2025-02-01;G0465;HIDROMOCHO S.A.;2175275,0;300077154,0
2025-02-01;G0466;ALTO MAIPO SPA;-58565221,0;-3145486635,0
2025-02-01;G0467;LAUREL SPA;1510775,0;33258419,0
2025-02-01;G0468;PMGD SOLAR LOS PERALES I SPA;504969,0;11223796,0
2025-02-01;G0469;PARQUE FOTOVOLTAICO SANTA ADRIANA SPA;555995,0;12723768,0
2025-02-01;G0470;TRICAHUE SOLAR SPA;350167,0;8311790,0
2025-02-01;G0471;SOLAR TI DIEZ SPA;594553,0;12405362,0
2025-02-01;G0475;PARQUE EÓLICO EL NOGAL SPA;1768664,0;60995075,0
2025-02-01;G0476;HIDROENERSUR SPA;8576091,0;1198872102,0
2025-02-01;G0477;ELÉCTRICA MOKA SPA;122927,0;32084581,0
2025-02-01;G0478;MAGDALENA SOLAR SPA;2104289,0;39691914,0
2025-02-01;G0480;SAN EUGENIO SOLAR SPA;2276395,0;53960515,0
2025-02-01;G0482;PFV LO CHACÓN SPA;646766,0;11310650,0
2025-02-01;G0483;NUEVA ESPERANZA SOLAR SPA;629774,0;13173360,0
2025-02-01;G0484;CVE PROYECTO SIETE SPA;1868552,0;38538055,0
2025-02-01;G0485;SANTA CECILIA SOLAR SPA;1425373,0;27601504,0
2025-02-01;G0488;POMERAPE SPA;2117059,0;46138455,0
2025-02-01;G0489;PUNTIAGUDO ENERGY SPA;1579366,0;25560591,0
2025-02-01;G0490;LASCAR ENERGY SPA;1672778,0;26638596,0
2025-02-01;G0491;PER PARINACOTA SPA;700926,0;13427752,0
2025-02-01;G0492;FOTOVOLTAICA SANTA ROSARIO SPA;680182,0;14014149,0
2025-02-01;G0493;CIA ELÉCTRICA LOS MORROS S.A.;1150284,0;60123346,0
2025-02-01;G0495;PFV AYLA SOLAR SPA;2096811,0;50052496,0
2025-02-01;G0497;CVE PROYECTO QUINCE SPA;582934,0;3271873,0
2025-02-01;G0498;PARQUE FOTOVOLTAICO DON MATÍAS SPA;650270,0;14677751,0
2025-02-01;G0500;PARQUE SOLAR PUEBLO SECO SPA;2202225,0;42400411,0
2025-02-01;G0501;PLANTA SOLAR PEÑAFLOR II SPA;589500,0;13133610,0
2025-02-01;G0503;PARQUE FOTOVOLTAICO DOÑA IGNA SPA;634479,0;13649116,0
2025-02-01;G0504;ENFRAGEN CHILE SOLAR SPA;27815065,0;269372763,0
2025-02-01;G0506;CVE PROYECTO DIECIOCHO SPA;708000,0;14931228,0
2025-02-01;G0507;PARQUE SOLAR EL CONQUISTADOR SPA;691175,0;13580231,0
2025-02-01;G0509;LA INDEPENDENCIA SOLAR SPA;541097,0;10473711,0
2025-02-01;G0510;PLANTA SOLAR LA PAZ II SPA.;1786514,0;41443790,0
2025-02-01;G0511;PARQUE FOTOVOLTAICO EL LORETO SPA;167007,0;4040124,0
2025-02-01;G0512;PLANTA SOLAR SANTA TERESITA II SPA;2025654,0;39270341,0
2025-02-01;G0513;PLANTA SOLAR LO MIGUEL II SPA.;901849,0;26956117,0
2025-02-01;G0514;PS MAIMALICAN SPA;1985165,0;28534633,0
2025-02-01;G0515;PFV EL GAVIOTÍN SPA;1176996,0;7685102,0
2025-02-01;G0516;HIDROELÉCTRICA PIEDRAS NEGRAS SPA;1758003,0;97815793,0
2025-02-01;G0518;PATAGUILLA SOLAR SPA;1431592,0;35106648,0
2025-02-01;G0523;SOLAR TI DOCE SPA;685143,0;13995168,0
2025-02-01;G0529;SONNEDIX JOAQUÍN SOLAR SPA;602745,0;7708258,0
2025-02-01;G0531;SONNEDIX PARSOSY ILLAPEL 5 SPA;665996,0;8678071,0
2025-02-01;G0532;PFV LAS CODORNICES SPA;768834,0;15349090,0
2025-02-01;G0534;PFV EL CÓNDOR SPA;289263,0;6014570,0
2025-02-01;G0535;PE CABO LEONES III SPA;7281010,0;8496384,0
2025-02-01;G0536;SANTA CATALINA SOLAR SPA;877451,0;23060340,0
2025-02-01;G0538;RLA SOLAR SPA;602860,0;10948996,0
2025-02-01;G0539;SONNEDIX ÁNGELA SOLAR SPA;619693,0;7665202,0
2025-02-01;G0540;SONNEDIX LAS PERDICES SPA;517308,0;11270548,0
2025-02-01;G0544;TUCUQUERE SPA;681847,0;14427606,0
2025-02-01;G0545;FV SANTA LAURA SPA;328557,0;7273330,0
2025-02-01;G0546;PFV LAS LECHUZAS SPA;677605,0;13207690,0
2025-02-01;G0547;GENERADORA AZUL SPA;-1911,0;-345088,0
2025-02-01;G0549;TSGF SPA;20575701,0;92022509,0
2025-02-01;G0550;DOÑA JAVIERA VALLEDOR SPA;11589,0;1291015,0
2025-02-01;G0552;LUCE SOLAR SPA;134936,0;5052561,0
2025-02-01;G0553;ILLALOLEN S.A.;497532,0;6853944,0
2025-02-01;G0555;IBEREÓLICA CABO LEONES II S.A.;-31157434,0;-3312397340,0
2025-02-01;G0557;SONNEDIX FOTOVOLTAICA ALGARROBO SPA;542909,0;12768484,0
2025-02-01;G0558;TAMARUGAL SOLAR 1 S.A.;0,0;0,0
2025-02-01;G0559;DUERO ENERGÍA COPIULEMU SPA;37076,0;1058875,0
2025-02-01;G0561;WPD NEGRETE SPA;3220769,0;-120510851,0
2025-02-01;G0563;SOLAR TI ONCE SPA;191524,0;4256027,0
2025-02-01;G0564;ECLIPSE SOLAR SPA;1475379,0;26604203,0
2025-02-01;G0565;PILPILÉN SPA;515646,0;11703630,0
2025-02-01;G0570;FOTOVOLTAICA ACACIA SPA;557408,0;12423974,0
2025-02-01;G0571;FOTOVOLTAICA EL MANZANO SPA;331461,0;5930455,0
2025-02-01;G0573;EMPRESA ELÉCTRICA LA COMPAÑÍA SPA;1068795,0;64154326,0
2025-02-01;G0574;GR TAMARUGO SPA;1738612,0;36811543,0
2025-02-01;G0575;SPV P4 SPA;3693328,0;46646184,0
2025-02-01;G0577;AUSTRIANSOLAR CHILE SEIS SPA;14496020,0;167630161,0
2025-02-01;G0578;KONDA SOLAR SPA;521265,0;10364026,0
2025-02-01;G0582;FOTOVOLTAICA MAÑIO SPA;745125,0;13594487,0
2025-02-01;G0583;HIDROELÉCTRICA LAS JUNTAS S.A.;271036,0;14161392,0
2025-02-01;G0584;WPD MALLECO SPA;19260599,0;-66482606,0
2025-02-01;G0587;LAS CHACRAS ENERGY SPA;494087,0;7057449,0
2025-02-01;G0588;INVERSIONES CHACABUCO SPA;2369434,0;51067094,0
2025-02-01;G0590;PARQUE SOLAR FOTOVOLTAICO SOL DEL DESIERTO SPA;30527602,0;143243035,0
2025-02-01;G0591;FOTOVOLTAICA LA LIGUA SPA;525343,0;7252279,0
2025-02-01;G0592;PFV MARÍA PINTO SPA;617380,0;12243119,0
2025-02-01;G0593;TRICAHUE SPA;547493,0;11966481,0
2025-02-01;G0594;PARQUE SOLAR CATEMU SPA;310218,0;6384643,0
2025-02-01;G0595;PFV EL CHUCAO SPA;639446,0;3825433,0
2025-02-01;G0596;CHESTER SOLAR I SPA;1322685,0;28006500,0
2025-02-01;G0598;CENTRAL YUNGAY S.A.;3972902,0;754206528,0
2025-02-01;G0599;MGM INNOVA CAPITAL CHILE SPA;37642,0;918426,0
2025-02-01;G0600;CHUNGUNGO SOLAR SPA;2176810,0;16800045,0
2025-02-01;G0601;DON MARIANO ENERGY SPA;519485,0;8672660,0
2025-02-01;G0602;MAITÉN SPA;532662,0;9804467,0
2025-02-01;G0607;LOS PORTONES S.A.;-2391,0;-351278,0
2025-02-01;G0612;AILIN FOTOVOLTAICA SPA;1037231,0;21536235,0
2025-02-01;G0613;LA CHIMBA BIS SPA;379948,0;2954275,0
2025-02-01;G0615;FOTOVOLTAICA NORTE GRANDE 1 SPA;7619126,0;44054329,0
2025-02-01;G0616;IMPULSO SOLAR EL RESPLANDOR SPA;595756,0;12448682,0
2025-02-01;G0617;ALTO CAUTÍN SPA;11174,0;488670,0
2025-02-01;G0618;BETEL SPA;2184660,0;59776231,0
2025-02-01;G0619;SOL DE SEPTIEMBRE SPA;1613178,0;34358981,0
2025-02-01;G0621;EL ROBLE SOLAR SPA;515418,0;12171409,0
2025-02-01;G0622;GR GUINDO SPA;1769638,0;39534541,0
2025-02-01;G0623;GRANADA SPA;1983613,0;40537681,0
2025-02-01;G0624;VICTORIA SOLAR SPA;1858446,0;28401536,0
2025-02-01;G0625;FOTOVOLTAICA ALFA SPA;637398,0;12689091,0
2025-02-01;G0628;ENERGÍA EÓLICA LOS OLMOS SPA;31210801,0;1600207421,0
2025-02-01;G0629;PLAYERO SPA;2134882,0;16060652,0
2025-02-01;G0630;PELEQUÉN SUR SPA;2116428,0;41091199,0
2025-02-01;G0632;PMGD PUENTE SPA;621417,0;13671116,0
2025-02-01;G0634;INCAHUASI ENERGY SPA;1987104,0;43989100,0
2025-02-01;G0635;CIPRÉS SPA;1092443,0;11484618,0
2025-02-01;G0637;FOTOVOLTAICA DE LOS ANDES SPA;1268603,0;7025175,0
2025-02-01;G0639;PFV LAS TORCAZAS SPA;686061,0;13433743,0
2025-02-01;G0640;FOTOVOLTAICA DEL DESIERTO SPA;1862139,0;10737880,0
2025-02-01;G0642;PARQUE FOTOVOLTAICO OCOA II SPA;874487,0;18591361,0
2025-02-01;G0643;BLUEGATE ENERGÍA SPA;15043,0;3112479,0
2025-02-01;G0645;PFV LAS TENCAS SPA;1580215,0;36944461,0
2025-02-01;G0646;FOTOVOLTAICA SOLAR LAUREL SPA;545105,0;9870828,0
2025-02-01;G0647;AGROSOLAR V SPA;514746,0;6644457,0
2025-02-01;G0648;AGROSOLAR IV SPA;491060,0;7141105,0
2025-02-01;G0649;CENTRAL EL ATAJO SPA;575790,0;28094619,0
2025-02-01;G0652;AGUAS ANDINAS S.A.;15583,0;460721,0
2025-02-01;G0654;CANDELARIA SOLAR SPA;632852,0;13513772,0
2025-02-01;G0655;HIDROELÉCTRICA LOS CORRALES SPA;1879903,0;105685364,0
2025-02-01;G0658;PITRA SPA;689361,0;14666207,0
2025-02-01;G0659;WPD DUQUECO SPA;7424281,0;333273438,0
2025-02-01;G0661;CVE PROYECTO SEIS SPA;662547,0;11811324,0
2025-02-01;G0662;PARQUE SOLAR MECO CHILLAN SPA;1644844,0;32524300,0
2025-02-01;G0663;TALTAL SOLAR S.A.;865550,0;17720142,0
2025-02-01;G0664;LOS LIBERTADORES SOLAR SPA;895203,0;9959926,0
2025-02-01;G0668;PARQUE SOLAR CANCHA SPA;593320,0;10035253,0
2025-02-01;G0669;PSF EL SALITRAL S.A.;820351,0;11365087,0
2025-02-01;G0670;PAINE ENERGY SPA;2185733,0;37031346,0
2025-02-01;G0671;PARQUE SOLAR OVALLE NORTE SPA;1986313,0;10873637,0
2025-02-01;G0673;XUE SOLAR SPA;2245654,0;48843704,0
2025-02-01;G0675;PARQUE SOLAR LA MURALLA SPA;579372,0;12807574,0
2025-02-01;G0676;HUEMUL ENERGÍA SPA;-4745652,0;-2234305219,0
2025-02-01;G0677;LINGUE SPA;687214,0;13206321,0
2025-02-01;G0678;PFV EL PIUQUEN SPA;594180,0;12058019,0
2025-02-01;G0679;SOCIEDAD DE ENERGÍAS RENOVABLES LOS LIRIOS SPA;526877,0;12649637,0
2025-02-01;G0680;ELÉCTRICA PINARES LIMITADA;13970,0;1657421,0
2025-02-01;G0681;SONNEDIX DON PEDRO SPA;1856037,0;13114452,0
2025-02-01;G0683;VILLAPRAT SPA;591516,0;13513197,0
2025-02-01;G0684;PARQUE SOLAR EL SAUCE SPA;2162535,0;47741255,0
2025-02-01;G0685;FOTOVOLTAICA AVELLANO SPA;601289,0;12704176,0
2025-02-01;G0687;BAOBAB ENERGÍAS RENOVABLES SPA;574258,0;9181632,0
2025-02-01;G0689;ENERGÍA EÓLICA MESAMÁVIDA SPA;14966347,0;696858190,0
2025-02-01;G0690;INVERSIONES FOTOVOLTAICAS SPA;15245470,0;65128289,0
2025-02-01;G0693;PARQUE EÓLICO CAMPO LINDO SPA;15486809,0;801743087,0
2025-02-01;G0695;PFV EL FLAMENCO SPA;1973369,0;40498157,0
2025-02-01;G0696;PARQUE SOLAR ALCALDESA SPA;1503564,0;29504350,0
2025-02-01;G0698;HIDROELÉCTRICA PUNTA DEL VIENTO SPA;1935093,0;108123829,0
2025-02-01;G0701;GR PILO SPA;2182975,0;49521252,0
2025-02-01;G0702;CAMPO LINDO SPA;357338,0;3054592,0
2025-02-01;G0703;PARQUE SOLAR PORVENIR SPA;590198,0;12875741,0
2025-02-01;G0704;SOLAR LA BLANQUINA SPA;2038006,0;41388753,0
2025-02-01;G0705;PARQUE SOLAR AURORA SPA;1308072,0;29542528,0
2025-02-01;G0706;MEMBRILLO SOLAR SPA;1449446,0;25632956,0
2025-02-01;G0709;FARO CORONA SPA;11578,0;83015,0
2025-02-01;G0712;GR PITAO SPA;1898641,0;46676825,0
2025-02-01;G0715;LOS LAGOS SPA;483043,0;10500670,0
2025-02-01;G0716;FV RINCONADA SPA;808386,0;17283696,0
2025-02-01;G0717;AVILÉS SPA;1692381,0;34057178,0
2025-02-01;G0719;PMGD SALERNO SPA;548462,0;10529474,0
2025-02-01;G0720;RCL SOLAR SPA;612987,0;13449779,0
2025-02-01;G0721;BEPATAGONIA GENERACIÓN S.A.;-155,0;-24612,0
2025-02-01;G0723;CVE PROYECTO NUEVE SPA;1209278,0;24722617,0
2025-02-01;G0724;SOLAR TI DOS SPA;471533,0;11270120,0
2025-02-01;G0727;FARMDO ENERGY CHILE SPA;2397830,0;39613807,0
2025-02-01;G0729;PARQUE SOLAR QUETENA S.A.;2065489,0;34607441,0
2025-02-01;G0730;ANDES SOLAR IV SPA;34259334,0;1712031526,0
2025-02-01;G0731;PARQUE SOLAR RETIRO SPA;973870,0;19706952,0
2025-02-01;G0732;SOLAR ELENA SPA;10748071,0;79726057,0
2025-02-01;G0734;PARQUE SOLAR LO CHACÓN SPA;2006031,0;39345387,0
2025-02-01;G0735;SUVAN SOLAR SPA;1631791,0;32248864,0
