fecha;propietario_mnemotecnico;propietario_nombre;balance_energia;balance_valorizado
2025-01-01;G0612;AILIN FOTOVOLTAICA SPA;1317690,0;17168886,0
2025-01-01;G0613;LA CHIMBA BIS SPA;376234,0;728144,0
2025-01-01;G0615;FOTOVOLTAICA NORTE GRANDE 1 SPA;9868897,0;12762839,0
2025-01-01;G0616;IMPULSO SOLAR EL RESPLANDOR SPA;664990,0;8541176,0
2025-01-01;G0617;ALTO CAUTÍN SPA;-16983,0;-618139,0
2025-01-01;G0618;BETEL SPA;2820331,0;38608455,0
2025-01-01;G0619;SOL DE SEPTIEMBRE SPA;2101142,0;31416216,0
2025-01-01;G0621;EL ROBLE SOLAR SPA;561106,0;8153453,0
2025-01-01;G0622;GR GUINDO SPA;2307450,0;28540923,0
2025-01-01;G0623;GRANADA SPA;2466114,0;30320261,0
2025-01-01;G0624;VICTORIA SOLAR SPA;1776050,0;1123002,0
2025-01-01;G0625;FOTOVOLTAICA ALFA SPA;713162,0;9386374,0
2025-01-01;G0628;ENERGÍA EÓLICA LOS OLMOS SPA;34272517,0;1349999027,0
2025-01-01;G0629;PLAYERO SPA;2678720,0;4792530,0
2025-01-01;G0630;PELEQUÉN SUR SPA;2100117,0;22451099,0
2025-01-01;G0632;PMGD PUENTE SPA;802104,0;10609289,0
2025-01-01;G0634;INCAHUASI ENERGY SPA;2177260,0;29765225,0
2025-01-01;G0635;CIPRÉS SPA;1029776,0;4867379,0
2025-01-01;G0637;FOTOVOLTAICA DE LOS ANDES SPA;1113588,0;1237660,0
2025-01-01;G0639;PFV LAS TORCAZAS SPA;587771,0;5889603,0
2025-01-01;G0642;PARQUE FOTOVOLTAICO OCOA II SPA;1041431,0;12519599,0
2025-01-01;G0643;BLUEGATE ENERGÍA SPA;25260,0;4075809,0
2025-01-01;G0645;PFV LAS TENCAS SPA;1917574,0;25923959,0
2025-01-01;G0646;FOTOVOLTAICA SOLAR LAUREL SPA;693057,0;8853788,0
2025-01-01;G0647;AGROSOLAR V SPA;579233,0;2443387,0
2025-01-01;G0648;AGROSOLAR IV SPA;591566,0;2855433,0
2025-01-01;G0649;CENTRAL EL ATAJO SPA;524940,0;20873696,0
2025-01-01;G0652;AGUAS ANDINAS S.A.;2089,0;135875,0
2025-01-01;G0654;CANDELARIA SOLAR SPA;803930,0;9597269,0
2025-01-01;G0655;HIDROELÉCTRICA LOS CORRALES SPA;2153622,0;87159047,0
2025-01-01;G0658;PITRA SPA;797576,0;9777064,0
2025-01-01;G0659;WPD DUQUECO SPA;10034134,0;458640442,0
2025-01-01;G0661;CVE PROYECTO SEIS SPA;744450,0;9079790,0
2025-01-01;G0662;PARQUE SOLAR MECO CHILLAN SPA;1986234,0;24659275,0
2025-01-01;G0663;TALTAL SOLAR S.A.;2629289,0;33387869,0
2025-01-01;G0664;LOS LIBERTADORES SOLAR SPA;935651,0;4430657,0
2025-01-01;G0668;PARQUE SOLAR CANCHA SPA;687619,0;6844415,0
2025-01-01;G0669;PSF EL SALITRAL S.A.;949440,0;3985288,0
2025-01-01;G0670;PAINE ENERGY SPA;2831453,0;2638302,0
2025-01-01;G0671;PARQUE SOLAR OVALLE NORTE SPA;2032561,0;47390080,0
2025-01-01;G0673;XUE SOLAR SPA;1911277,0;23500168,0
2025-01-01;G0675;PARQUE SOLAR LA MURALLA SPA;708625,0;8604134,0
2025-01-01;G0676;HUEMUL ENERGÍA SPA;-7759317,0;-1614467785,0
2025-01-01;G0677;LINGUE SPA;816360,0;8893466,0
2025-01-01;G0678;PFV EL PIUQUEN SPA;802480,0;10333776,0
2025-01-01;G0679;SOCIEDAD DE ENERGÍAS RENOVABLES LOS LIRIOS SPA;699370,0;10207523,0
2025-01-01;G0680;ELÉCTRICA PINARES LIMITADA;56085,0;12947412,0
2025-01-01;G0681;SONNEDIX DON PEDRO SPA;2113195,0;3097062,0
2025-01-01;G0683;VILLAPRAT SPA;728314,0;10020548,0
2025-01-01;G0684;PARQUE SOLAR EL SAUCE SPA;2751075,0;35973828,0
2025-01-01;G0685;FOTOVOLTAICA AVELLANO SPA;766002,0;9179364,0
2025-01-01;G0687;BAOBAB ENERGÍAS RENOVABLES SPA;670826,0;334699,0
2025-01-01;G0689;ENERGÍA EÓLICA MESAMÁVIDA SPA;15754653,0;588126835,0
2025-01-01;G0690;INVERSIONES FOTOVOLTAICAS SPA;16629085,0;-4594197,0
2025-01-01;G0693;PARQUE EÓLICO CAMPO LINDO SPA;16617712,0;657342349,0
2025-01-01;G0695;PFV EL FLAMENCO SPA;2476638,0;32137711,0
2025-01-01;G0696;PARQUE SOLAR ALCALDESA SPA;1929462,0;22989463,0
2025-01-01;G0698;HIDROELÉCTRICA PUNTA DEL VIENTO SPA;2187526,0;86980452,0
2025-01-01;G0701;GR PILO SPA;2698338,0;32761192,0
2025-01-01;G0702;CAMPO LINDO SPA;386917,0;970503,0
2025-01-01;G0703;PARQUE SOLAR PORVENIR SPA;745792,0;9824236,0
2025-01-01;G0704;SOLAR LA BLANQUINA SPA;2603980,0;30520472,0
2025-01-01;G0705;PARQUE SOLAR AURORA SPA;2218718,0;30113082,0
2025-01-01;G0706;MEMBRILLO SOLAR SPA;1694496,0;16408154,0
2025-01-01;G0709;FARO CORONA SPA;18838,0;122579,0
2025-01-01;G0712;GR PITAO SPA;3128967,0;41210986,0
2025-01-01;G0715;LOS LAGOS SPA;604148,0;7795605,0
2025-01-01;G0716;FV RINCONADA SPA;946414,0;11953437,0
2025-01-01;G0717;AVILÉS SPA;2013575,0;22723298,0
2025-01-01;G0719;PMGD SALERNO SPA;797506,0;8162080,0
2025-01-01;G0720;RCL SOLAR SPA;740585,0;9328827,0
2025-01-01;G0721;BEPATAGONIA GENERACIÓN S.A.;-3,0;-210,0
2025-01-01;G0723;CVE PROYECTO NUEVE SPA;1448716,0;16069300,0
2025-01-01;G0724;SOLAR TI DOS SPA;455971,0;6901623,0
2025-01-01;G0727;FARMDO ENERGY CHILE SPA;2438707,0;20186977,0
2025-01-01;G0729;PARQUE SOLAR QUETENA S.A.;2750428,0;2128916,0
2025-01-01;G0730;ANDES SOLAR IV SPA;44852186,0;1523947152,0
2025-01-01;G0731;PARQUE SOLAR RETIRO SPA;1421899,0;18648353,0
2025-01-01;G0732;SOLAR ELENA SPA;13365578,0;12240826,0
2025-01-01;G0734;PARQUE SOLAR LO CHACÓN SPA;2738592,0;28543303,0
2025-01-01;G0735;SUVAN SOLAR SPA;1913484,0;26505362,0
2025-01-01;G0736;APOLO SOLAR SPA;1439857,0;21240938,0
2025-01-01;G0737;GR CIPRÉS SPA;2747340,0;34826842,0
2025-01-01;G0738;LOS MOLINOS SPA;3043780,0;36621849,0
2025-01-01;G0741;SANTA ESTER SOLAR SPA;710521,0;3103515,0
2025-01-01;G0742;FONTUS SCL III SPA;159,0;16374,0
2025-01-01;G0745;PARQUE SOLAR COLINA SPA;722254,0;6697828,0
2025-01-01;G0747;PARQUE SOLAR TABOLANGO SPA.;2624187,0;10058816,0
2025-01-01;G0748;LUCIANO SOLAR SPA;816247,0;11059792,0
2025-01-01;G0755;PFV LAS TORTOLAS SPA;598313,0;7561239,0
2025-01-01;G0756;SONNEDIX METRO EXPANSION SPA;13751320,0;92652814,0
2025-01-01;G0757;QUINTA SOLAR SPA;852133,0;10836034,0
2025-01-01;G0758;EL CASTAÑO SPA;1657614,0;21416743,0
2025-01-01;G0759;FOTOVOLTAICA PEUMO SPA;929919,0;9715454,0
2025-01-01;G0761;HIDROELÉCTRICA MAISÁN SPA;98783,0;4816298,0
2025-01-01;G0764;CUENCA SOLAR SPA;993575,0;5277621,0
2025-01-01;G0765;DIEGO DE ALMAGRO SOLAR 3 S.A.;1378072,0;3397645,0
2025-01-01;G0766;MELI SPA;2116931,0;25629278,0
2025-01-01;G0768;HIDRO MUNILQUE SPA;479044,0;18790234,0
2025-01-01;G0769;GR CARZA SPA;2621040,0;11307122,0
2025-01-01;G0770;ANDES SOLAR II SPA;56651647,0;2030119828,0
2025-01-01;G0771;GUADALUPE SOLAR SPA;1770439,0;21507612,0
2025-01-01;G0772;ANUMAR ENERGÍA DEL SOL 1 SPA;542008,0;7090551,0
2025-01-01;G0774;ACIERTA ENERGÍA SPA;-21698627,0;-904107639,0
2025-01-01;G0775;CVE PROYECTO DIECISIETE SPA;1060247,0;4733751,0
2025-01-01;G0776;CORCOVADO DE VERANO SPA;722943,0;9062013,0
2025-01-01;G0778;CVE PROYECTO OCHO SPA;768876,0;9796897,0
2025-01-01;G0779;PFV LAS CATITAS SPA;911341,0;3295003,0
2025-01-01;G0780;FOTOVOLTAICA SOL DEL NORTE SPA;1703504,0;1750938,0
2025-01-01;G0781;PFV EL ZORZAL SPA;807624,0;10594532,0
2025-01-01;G0784;SOCOMPA DE VERANO SPA;685271,0;8761651,0
2025-01-01;G0786;PARQUE FOTOVOLTAICO FARAMALLA SPA;476078,0;4702810,0
2025-01-01;G0787;PFV LOS TORDOS SPA;1665002,0;21975624,0
2025-01-01;G0788;LOICA SPA;818959,0;10343511,0
2025-01-01;G0789;FENIX SOLAR SPA;679027,0;843472,0
2025-01-01;G0792;AGGREKO CHILE LIMITADA;-854,0;-41540,0
2025-01-01;G0799;LITRE SPA;833220,0;9113100,0
2025-01-01;G0800;GR RUIL SPA;2488768,0;7007853,0
2025-01-01;G0802;PARQUE SOLAR ITIHUE SPA;2823061,0;33690427,0
2025-01-01;G0803;CALLAQUI DE VERANO SPA;734355,0;9252309,0
2025-01-01;G0804;ENERGÍA FIRST SPA;663476,0;8455886,0
2025-01-01;G0805;CALBUCO DE VERANO SPA;684892,0;8221884,0
2025-01-01;G0806;FARDELA NEGRA SPA;609551,0;7955953,0
2025-01-01;G0807;EMPRESA ELECTRICA EL PINAR SPA;-30625,0;-1237270,0
2025-01-01;G0808;GPG GENERACIÓN DISTRIBUIDA SPA;11903277,0;100120540,0
2025-01-01;G0811;ENERGÍA RENOVABLE ENCINO SPA;578394,0;8254971,0
2025-01-01;G0812;PARQUE FULGOR SPA;789991,0;9718878,0
2025-01-01;G0813;SALADO ENERGY SPA;494491,0;6998782,0
2025-01-01;G0814;SOLAR TI DIECISÉIS SPA;485545,0;6485228,0
2025-01-01;G0818;PFV EL TRILE SPA;1987928,0;25539321,0
2025-01-01;G0820;NEWENTUN SPA;1814951,0;19559648,0
2025-01-01;G0821;PSF SANTA ISABEL SPA;2803635,0;12820713,0
2025-01-01;G0822;RIMINI SOLAR SPA;2282075,0;28268599,0
2025-01-01;G0823;PARQUE EÓLICO PUNTA DE TALCA SPA [En_Revision];1088956,0;14346286,0
2025-01-01;G0826;CENTAURO SOLAR SPA;2527173,0;30859088,0
2025-01-01;G0827;CHAPIQUINA SOLAR SPA;2302583,0;670899,0
2025-01-01;G0828;CHILENER II SPA;464575,0;6794116,0
2025-01-01;G0830;COMPAÑÍA TRANSMISORA SUR SPA;-181702,0;3657869,0
2025-01-01;G0831;RTN SOLAR SPA;1619377,0;21631552,0
2025-01-01;G0832;CHRONOS SOLAR SPA;566054,0;7853156,0
2025-01-01;G0833;PARQUE SOLAR LA ROSA II SPA;669457,0;8868989,0
2025-01-01;G0836;SANTA BARBARA ENERGY SPA;960774,0;13696028,0
2025-01-01;G0838;RAVENNA SOLAR SPA;2768875,0;34225366,0
2025-01-01;G0846;CEFALÚ SOLAR SPA;723978,0;7622664,0
2025-01-01;G0848;EL PERAL SPA;488427,0;66637,0
2025-01-01;G0849;RUCASOL SpA [EN_REVISION];2850289,0;35811776,0
2025-01-01;G0851;SOLARITY SPA;10648,0;32428,0
2025-01-01;G0852;CENTRAL EL PORTAL SPA;435068,0;15274250,0
2025-01-01;G0853;SOLAR TI TREINTA Y OCHO SPA;2502021,0;29600241,0
2025-01-01;G0856;AELA GENERACIÓN S.A.;12160978,0;2393639698,0
2025-01-01;G0857;SOLAR TI QUINCE SPA;2552154,0;32795861,0
2025-01-01;G0859;TAMARICO SOLAR DOS SPA;36533626,0;178604340,0
2025-01-01;G0860;CATEMU SOLAR SPA;1597302,0;18838185,0
2025-01-01;G0862;PARQUE SOLAR ALIANZA SPA;1306543,0;5361471,0
2025-01-01;G0865;PFV EL CHERCAN SPA;3048219,0;39673121,0
2025-01-01;G0868;PARQUE SOLAR LEYDA SPA [EN_REVISION];19054838,0;269420583,0
2025-01-01;G0870;SIETE COLORES SPA;1548531,0;6284527,0
2025-01-01;G0877;ANDINA SOLAR 2 SPA;2567579,0;30565170,0
2025-01-01;G0880;CENTRAL HIDROELÉCTRICA QUILLAILEO SPA;123151,0;4653089,0
2025-01-01;G0881;PARQUE SOLAR ESMERALDA SPA;2462092,0;33226166,0
2025-01-01;G0884;COPEC RENOVABLES SPA;21209580,0;14350912,0
2025-01-01;G0887;PEDRO SOLAR SPA;2597903,0;33588501,0
2025-01-01;G0888;GR VILLARRICA SPA;1836081,0;25120589,0
2025-01-01;G0890;GÉNOVA SOLAR SPA;2903035,0;36910102,0
2025-01-01;G0893;BELÉN SOLAR SPA;2739062,0;34533047,0
2025-01-01;G0894;TORTUGA SOLAR SPA;750795,0;9979870,0
2025-01-01;G0896;TAURO SOLAR SPA;267226,0;3602826,0
2025-01-01;G0897;GR LIUN SPA;6498577,0;24917275,0
2025-01-01;G0898;LARQUI SOLAR SPA [EN_REVISION];3056341,0;37570644,0
2025-01-01;G0908;ANDINA SOLAR 17 ESTE SPA;2555841,0;31631214,0
2025-01-01;G0911;TEDLAR DIEMOS SPA;2253422,0;29120834,0
2025-01-01;G0912;CVE PROYECTO VEINTISÉIS SPA;117960,0;128100,0
2025-01-01;G0914;PARQUE FOTOVOLTAICO IDAHUILLO SPA;776184,0;10304181,0
2025-01-01;G0915;TEDLAR JUPITER SPA;1309975,0;16262483,0
2025-01-01;G0916;PFV EL RAYADOR SPA;1262757,0;6540285,0
2025-01-01;G0917;PFV LOS CISNES SPA;1984990,0;23896670,0
2025-01-01;G0918;VERONA SOLAR SPA;143067,0;2246752,0
2025-01-01;G0919;ANDINA SOLAR 10 SPA;889304,0;11224466,0
2025-01-01;G0921;TENO III SPA;531727,0;7508347,0
2025-01-01;G0923;PFV EL LORO CHOROY SPA;2389425,0;32473748,0
2025-01-01;G0925;ANDINA SOLAR 13 SPA;2396104,0;29237131,0
2025-01-01;G0928;SOLAR TI TREINTA Y SIETE SPA;1569936,0;19898935,0
2025-01-01;G0930;PFV LAS TAGUAS SPA;1750595,0;9249431,0
2025-01-01;G0933;ENERGIA RENOVABLE CAOBA SPA [EN_REVISION];868607,0;9179979,0
2025-01-01;G0935;DRACO SOLAR SPA;1052413,0;13702381,0
2025-01-01;G0936;FAROL SOLAR SPA;1513244,0;921456,0
2025-01-01;G0938;ENERGÍA RENOVABLE RUCAPAINE SPA;2887842,0;37504939,0
2025-01-01;G0939;CHEQUEN SOLAR SPA;2173892,0;27236684,0
2025-01-01;G0941;CALDERA SOLAR SPA;1408545,0;7058483,0
2025-01-01;G0942;PARQUE SOLAR UNIHUE SPA;854332,0;11478313,0
2025-01-01;G0943;PATRICIA SOLAR SPA;777351,0;9156669,0
2025-01-01;G0944;ESTREMERA ENERGÍA SPA;793651,0;9836254,0
2025-01-01;G0946;PARQUE SOLAR DON FLAVIO SPA;780496,0;10309110,0
2025-01-01;G0948;PARQUE SOLAR SANTA CRUZ SPA;779886,0;9747976,0
2025-01-01;G0949;TEDLAR LUNA SPA;394194,0;4796901,0
2025-01-01;G0951;ENERGIA RENOVABLE OLMO SPA [En_Revision];745608,0;9521167,0
2025-01-01;G0952;SOLAR TI TREINTA Y SEIS SPA;1712978,0;22593373,0
2025-01-01;G0953;SAN MARINO SOLAR SPA;1874249,0;21585461,0
2025-01-01;G0954;PARQUE SOLAR BOLDO SPA [EN_REVISION];825560,0;7624800,0
2025-01-01;G0955;LAS CHILCAS SOLAR SPA;1153666,0;557994,0
2025-01-01;G0957;FOTOVOLTAICA ARRAYAN SPA [EN_REVISION];379768,0;6228245,0
2025-01-01;G0958;JOEL SOLAR SPA;15596,0;212458,0
2025-01-01;G0959;SETF ENERGÍAS RENOVABLES SPA;9265809,0;94203268,0
2025-01-01;G0960;SONNEDIX COX ENERGY CHILE SPA;-9302312,0;-1530288892,0
2025-01-01;G0961;ENERGÍAS RENOVABLES EL BOLDO SPA;2944486,0;9040301,0
2025-01-01;G0962;SAO PAULO SOLAR SPA;2561229,0;33375052,0
2025-01-01;G0963;PFV EL MIRLO SPA;1856744,0;24810390,0
2025-01-01;G0965;PANGUILEMO SPA;402972,0;5718649,0
2025-01-01;G0966;FORESTAL NELTUME CARRANCO S.A.;330494,0;42171623,0
2025-01-01;G0967;FOTOVOLTAICA MOLLE SPA [EN_REVISION];879285,0;11919964,0
2025-01-01;G0968;RUBÉN SOLAR SPA;2350051,0;29117412,0
2025-01-01;G0970;PFV EL CARPINTERO SPA;2346475,0;160817505,0
2025-01-01;G0971;SOL DEL SUR 15 SPA;77206,0;697483,0
2025-01-01;G0975;ARCADIA GENERACIÓN SOLAR S.A.;69725795,0;167823707,0
2025-01-01;G0976;MVC SOLAR 38 SPA;564746,0;7799638,0
2025-01-01;G0977;FOTOVOLTAICA PUEBLO HUNDIDO SPA;775540,0;9966003,0
2025-01-01;G0980;LA HUERTA SPA;807985,0;10986250,0
2025-01-01;G0982;PFV EL CAIQUÉN SPA;2750923,0;34361670,0
2025-01-01;G0983;VESPA SOLAR SPA;1547558,0;19704064,0
2025-01-01;G0986;MACAO SOLAR SPA;2678192,0;32277497,0
2025-01-01;G0988;SOL DEL SUR 9 SPA;1963674,0;25155485,0
2025-01-01;G0992;PESARO SOLAR SPA;707257,0;8870399,0
2025-01-01;G0994;CANQUEN SPA;6493,0;231507,0
2025-01-01;G0995;FIRME ENERGIA SPA;3977,0;172180,0
2025-01-01;G0998;QUILMO SOLAR SPA;1669774,0;21346160,0
2025-01-01;G1002;DONGO ENERGÍA SPA;151418,0;21321982,0
2025-01-01;G1008;PARQUE SOLAR SAN ISIDRO SPA;537803,0;6710650,0
2025-01-01;G1018;EL MIRADOR SPA;46589,0;1626185,0
2025-01-01;G1019;PFV EL ÑANDU SPA;2892,0;77336,0
2025-01-01;G1021;NEXTPOWER III CHILE HOLDCO II SPA;9475321,0;120105647,0
2025-01-01;G1026;PORTEZUELO SPA;7644,0;94012,0
2025-01-01;G1056;-;31928,0;437982,0
2025-01-01;G1060;-;33563,0;459593,0
2025-01-01;G1063;-;2291318,0;29046038,0
2025-01-01;G1067;-;613079,0;-41703,0
2025-01-01;L0034;ENAP REFINERÍAS S.A.;-5393669,0;-153466531,0
2025-01-01;L0081;FORESTAL Y PAPELERA CONCEPCIÓN S.A.;-9,0;78541,0
2025-01-01;L0107;CODELCO (CORPORACIÓN NACIONAL DEL COBRE);-1144782,0;10036648,0
2025-01-01;L0120;MINERA ESCONDIDA LTDA.;-7803056,0;112962734,0
2025-01-01;L0141;MINERA CENTINELA;-4,0;23784,0
2025-01-01;L0203;TECNOCAP S.A.;-23892,0;3830546,0
2025-01-01;P0005;CÓNDOR ENERGÍA SPA;-16536837,0;-3060990974,0
2025-01-01;P0008;ENERGY ASSET SPA;-11909708,0;-641154040,0
2025-01-01;P0009;ENERQUINTA S.A.;-1387219,0;-53332351,0
2025-01-01;P0010;BIOCRUZ GENERACIÓN S.A.;-4886,0;-213740,0
2025-01-01;P0012;EMOAC SPA;-68041496,0;-3093410133,0
2025-01-01;P0013;IEH SOLAR CHILE SPA;9268885,0;113075200,0
2025-01-01;P0014;CARBON FREE CHILE SPA;55347419,0;603722807,0
2025-01-01;P0015;ECOM GENERACIÓN SPA;-4078009,0;-180715310,0
2025-01-01;P0016;SONNEDIX LA SERENA SPA;1565372,0;6651681,0
2025-01-01;P0017;TOESCA RENOVABLES SPA;29382600,0;361906062,0
2025-01-01;P0018;ENERGÍAS RENOVABLES HOLDING S.A.;4484188,0;52352559,0
2025-01-01;P0029;ENERGY PARTNERS SPA;1393764,0;201537281,0
2025-01-01;R0009;COMPAÑÍA GENERAL DE ELECTRICIDAD S.A.;0,0;0,0
2025-01-01;R0663;ENERBLAN SPA;837608,0;10263880,0
2025-01-01;T0002;TRANSELEC S.A.;-52463405,0;11861106429,0
2025-01-01;T0003;SISTEMA DE TRANSMISIÓN DEL SUR S.A.;-847697,0;256286087,0
2025-01-01;T0022;INTERCHILE S.A.;-52711664,0;4928963591,0
2025-01-01;T0025;EMPRESA DE TRANSMISIÓN ELÉCTRICA TRANSEMEL S.A.;-205307,0;-4128144,0
2025-01-01;T0030;TRANSMISORA ELÉCTRICA DEL NORTE S.A.;-531537,0;-8484028,0
2025-01-01;T0035;DIEGO DE ALMAGRO TRANSMISORA DE ENERGÍA S.A.;-43012,0;-1995719,0
2025-01-01;T0046;RED ELÉCTRICA DEL NORTE 2 S.A.;-121471,0;30459204,0
2025-01-01;T0058;CGE TRANSMISIÓN S.A.;-1884224,0;-17201356,0
2025-01-01;T0061;ALFA TRANSMISORA DE ENERGÍA S.A.;-6867773,0;168257279,0
2025-01-01;T0062;TRANSMISORA MELIPEUCO S.A.;-307821,0;-2930559,0
2025-01-01;T0133;SISTEMA DE TRANSMISIÓN DEL NORTE S.A.;-990106,0;140330147,0
2025-01-01;T0662;RED ELÉCTRICA DEL NORTE S.A.;-10117,0;-423707,0
2025-01-01;T0707;CASABLANCA TRANSMISORA DE ENERGÍA S.A.;-15152,0;-743978,0
2025-01-01;T0827;LA HIGUERA TRANSMISIÓN S.A.;-1320155,0;51500290,0
2025-01-01;T0832;TRANSMISORA PARINAS S.A.;-56745,0;-666506,0
2025-01-01;T0835;SOCIEDAD TRANSMISORA METROPOLITANA S.A.;-329964,0;-18381550,0
2025-02-01;G0001;ANDINA SOLAR 1 SPA;1577025,0;30148075,0
2025-02-01;G0002;ARAUCO BIOENERGÍA SPA;32252387,0;3545491167,0
2025-02-01;G0003;GENERADORA ANTILHUE SPA;254551,0;160151795,0
2025-02-01;G0004;COLBÚN S.A.;-136404013,0;6421193428,0
2025-02-01;G0005;EMPRESA ELÉCTRICA CAPULLO S.A.;2282506,0;319992693,0
2025-02-01;G0010;AES ANDES S.A.;-329212222,0;-17502121902,0
2025-02-01;G0011;GUACOLDA ENERGÍA SPA;137973496,0;10855470662,0
2025-02-01;G0012;ASOC. DE CANAL. SOCIEDAD DEL CANAL DE MAIPO;10902484,0;650780400,0
2025-02-01;G0016;SOLAR TI DIECISIETE SPA;691418,0;14521539,0
2025-02-01;G0017;EMPRESA ELÉCTRICA PEHUENCHE S.A.;107793791,0;8700230860,0
2025-02-01;G0019;ELÉCTRICA PUNTILLA S.A.;11719852,0;699678809,0
2025-02-01;G0020;PARQUE SOLAR SALAMANCA SPA;500696,0;10996198,0
2025-02-01;G0021;ENEL GENERACIÓN CHILE S.A.;-876991605,0;-44562569095,0
2025-02-01;G0022;CARBOMET ENERGÍA S.A.;5413303,0;317025735,0
2025-02-01;G0023;CIA MOLINERA VILLARRICA LTDA;102351,0;5205361,0
2025-02-01;G0024;PARQUE SOLAR CANTILLANA SPA;2201021,0;47911444,0
2025-02-01;G0026;ANDINA SOLAR 6 SPA;570366,0;11800782,0
2025-02-01;G0030;PACIFIC HYDRO CHILE S.A.;-45102,0;-2814972,0
2025-02-01;G0031;TECNORED S.A.;-6388161,0;-393335485,0
2025-02-01;G0032;ELÉCTRICA NUEVA ENERGÍA S.A.;484758,0;36075545,0
2025-02-01;G0033;GENERACIÓN DE ENERGÍA NUEVA DEGAN SPA;33475,0;38657000,0
2025-02-01;G0034;ENORCHILE S.A.;696543,0;58223717,0
2025-02-01;G0035;ELEKTRA GENERACIÓN S.A.;197316,0;55141314,0
2025-02-01;G0040;HIDROELECTRICA PUCLARO S.A.;532472,0;33175145,0
2025-02-01;G0041;ENLASA GENERACIÓN CHILE S.A.;15341274,0;2241426630,0
2025-02-01;G0042;ESPINOS S.A.;4794484,0;442764247,0
2025-02-01;G0043;HIDROELÉCTRICA LA HIGUERA S.A.;66399155,0;4146787203,0
2025-02-01;G0047;CENTRAL CARDONES S.A.;-47417,0;-5650178,0
2025-02-01;G0048;GAS SUR S.A.;1242495,0;143677685,0
2025-02-01;G0049;EMPRESA ELÉCTRICA VENTANAS SPA;93876679,0;6746879675,0
2025-02-01;G0050;EÓLICA MONTE REDONDO SPA;4245003,0;167267675,0
2025-02-01;G0051;NORVIND S.A.;-3530301,0;-280212142,0
2025-02-01;G0052;GENERADORA DEL PACÍFICO SPA;2039956,0;31605204,0
2025-02-01;G0053;PARQUE EÓLICO LEBU-TORO SPA;795586,0;38798056,0
2025-02-01;G0054;ENERBOSCH S.A.;1093292,0;81415933,0
2025-02-01;G0056;ORAFTI CHILE S.A.;14403,0;1044065,0
2025-02-01;G0057;SOCIEDAD GENERADORA AUSTRAL S.A.;-17415086,0;-2649455255,0
2025-02-01;G0059;KDM ENERGÍA S.A.;4782726,0;344030343,0
2025-02-01;G0061;EMPRESA ELÉCTRICA DIEGO DE ALMAGRO SPA;-28556,0;-2650901,0
2025-02-01;G0062;COMPAÑÍA BARRICK CHILE GENERACIÓN SPA;-110385,0;-5737140,0
2025-02-01;G0063;HIDROELÉCTRICA TRUENO S.A.;19916,0;685710,0
2025-02-01;G0064;ON-GROUP S.A.;-1843480,0;-87328454,0
2025-02-01;G0067;COMASA SPA;18120841,0;1009647809,0
2025-02-01;G0071;HIDROELÉCTRICA RÍO LIRCAY S.A.;10503785,0;700097972,0
2025-02-01;G0072;SONNEDIX ENERGY TRADING CHILE SPA;138332,0;20090193,0
2025-02-01;G0077;INACAL S.A.;-16579,0;-1048535,0
2025-02-01;G0078;HIDROELÉCTRICA LA CONFLUENCIA S.A.;57334926,0;3681048504,0
2025-02-01;G0079;NEOMAS SPA;-163344,0;-8719490,0
2025-02-01;G0083;HIDROELÉCTRICA MALLARAUCO S.A.;2151296,0;129980454,0
2025-02-01;G0084;MINICENTRAL HIDROELÉCTRICA EL DIUTO S.A.;1753578,0;82104817,0
2025-02-01;G0086;EMPRESA ELÉCTRICA LA ARENA SPA;655399,0;100994590,0
2025-02-01;G0087;ENERGÍA PACÍFICO S.A.;2187759,0;121624172,0
2025-02-01;G0088;BIOENERGÍAS FORESTALES SPA;50215748,0;2936374299,0
2025-02-01;G0091;MANDINGA SOLAR SPA;1275163,0;24329343,0
2025-02-01;G0092;HIDROELECTRICA ALLIPÉN S.A.;1650722,0;89243570,0
2025-02-01;G0093;EMPRESA ELÉCTRICA RUCATAYO S.A.;-37838684,0;-2854522250,0
2025-02-01;G0094;PFV LAS CACHAÑAS SPA;1664647,0;36840344,0
2025-02-01;G0095;PFV LAS GOLONDRINAS SPA;1458574,0;29744319,0
2025-02-01;G0096;PALPANA DE VERANO SPA;583363,0;12256237,0
2025-02-01;G0098;PARQUE EÓLICO ATACAMA SPA;15534718,0;758534062,0
2025-02-01;G0101;PACIFIC HYDRO CHACAYES S.A.;60020100,0;3532799272,0
2025-02-01;G0104;PARQUE TALINAY ORIENTE S.A.;11879853,0;514278989,0
2025-02-01;G0105;GR CANELO SPA;2100128,0;40007211,0
2025-02-01;G0108;HORMIGA SOLAR SPA;331596,0;7263559,0
2025-02-01;G0111;CONSORCIO SANTA MARTA S.A.;2919880,0;236557151,0
2025-02-01;G0115;HIDROELÉCTRICA ROBLERIA SPA;937128,0;47407880,0
2025-02-01;G0117;HIDROELÉCTRICA RÍO HUASCO S.A.;983747,0;54352053,0
2025-02-01;G0118;HIDROELÉCTRICA SAN ANDRÉS SPA;26349922,0;1499461226,0
2025-02-01;G0119;AMANECER SOLAR SPA;884748,0;-11332535,0
2025-02-01;G0121;GR POWER CHILE SPA;-25793204,0;-1517332035,0
2025-02-01;G0123;CENTRAL COLMITO S.A.;9640641,0;994079783,0
